PID,Lot_Area,House_Style,Overall_Qual,Overall_Cond,Year_Built,Heating_QC,Central_Air,Gr_Liv_Area,Bedroom_AbvGr,Fireplaces,Garage_Area,Mo_Sold,Yr_Sold,SalePrice,Basement_Area,Full_Bathroom,Half_Bathroom,Total_Bathroom,Deck_Porch_Area,Age_Sold,Season_Sold,Garage_Type_2,Foundation_2,Masonry_Veneer,Lot_Shape_2,House_Style2,Overall_Qual2,Overall_Cond2,Log_Price,Bonus
0535403280,8712,1Story,5,7,1957,TA,Y,1306,2,0,756,5,2009,153000,992,2,0,2,0,52,2,Detached,Cinder Block,N,Irregular,1Story,5,6,11.9381932,0
0535425070,17600,1Story,6,5,1960,Ex,Y,1478,3,2,498,12,2009,157500,1478,3,0,3,40,49,1,Attached,Cinder Block,Y,Irregular,1Story,6,5,11.967180737,0
0535426150,9000,1Story,6,6,1958,Fa,Y,1142,2,1,384,4,2009,113500,160,1,0,1,28,51,2,Attached,Cinder Block,Y,Irregular,1Story,6,6,11.639558116,0
0535450070,12144,1Story,5,7,1949,Gd,Y,1268,3,1,288,9,2009,133000,832,1,0,1,28,60,4,Attached,Cinder Block,N,Regular,1Story,5,6,11.798104407,0
0535450160,8544,1Story,3,4,1950,Fa,N,1040,2,0,400,6,2009,92900,0,2,0,2,0,59,3,Detached,Concrete/Slab,N,Regular,1Story,4,4,11.439278925,0
0535451170,7200,1Story,4,5,1949,Fa,N,1040,2,0,420,6,2009,90000,0,2,0,2,0,60,3,Detached,Concrete/Slab,N,Regular,1Story,4,5,11.407564949,0
0535452090,7350,1Story,5,6,1958,Gd,Y,1041,3,0,294,3,2009,128000,1041,1,0,1,0,51,2,Attached,Cinder Block,N,Regular,1Story,5,6,11.759785543,0
0535452140,7200,1Story,5,7,1952,TA,Y,732,2,0,240,9,2009,118900,732,2,0,2,68,57,4,Detached,Cinder Block,N,Regular,1Story,5,6,11.686038083,0
0535453100,8000,SLvl,5,5,1959,TA,Y,1183,3,0,288,7,2009,138000,528,2,0,2,0,50,3,Attached,Cinder Block,N,Regular,SLvl,5,5,11.835008964,0
0535453200,7931,1Story,5,5,1959,TA,Y,1148,3,0,672,7,2009,132500,1148,2,0,2,0,50,3,Attached,Cinder Block,N,Regular,1Story,5,5,11.794337924,0
0535454100,10800,1.5Fin,4,7,1949,TA,Y,1461,4,0,384,8,2009,133500,832,2,0,2,204,60,3,Detached,Cinder Block,N,Regular,1.5Fin,4,6,11.801856757,0
0535476110,8604,SFoyer,5,7,1978,Gd,Y,941,2,0,564,11,2009,145000,941,2,0,2,40,31,4,Attached,Cinder Block,Y,Irregular,SFoyer,5,6,11.884489021,0
0535476240,7936,1Story,6,6,1963,TA,Y,1045,3,1,264,4,2009,127000,1045,2,0,2,0,46,2,Attached,Cinder Block,N,Regular,1Story,6,6,11.751942365,0
0535477150,6600,1Story,5,5,1962,Gd,N,894,2,0,308,8,2009,109500,894,1,0,1,0,47,3,Detached,Cinder Block,N,Regular,1Story,5,5,11.603679828,0
0902101010,3950,1.5Fin,6,8,1926,TA,Y,1224,3,0,210,12,2009,115000,818,1,0,1,0,83,1,Detached,Cinder Block,N,Regular,1.5Fin,6,6,11.652687407,0
0902102080,10440,2Story,5,6,1910,Gd,Y,1230,2,0,440,5,2009,110000,440,1,1,1.1,74,99,2,Detached,Concrete/Slab,N,Regular,2Story,5,6,11.608235645,0
0902103100,4080,1.5Fin,6,8,1935,Gd,Y,1378,3,0,162,6,2009,128900,901,1,0,1,54,74,3,Detached,Concrete/Slab,N,Regular,1.5Fin,6,6,11.766792189,0
0902105050,15660,1.5Fin,5,8,1910,TA,Y,1306,3,0,472,7,2009,130000,240,1,1,1.1,0,99,3,Detached,Cinder Block,N,Regular,1.5Fin,5,6,11.775289729,0
0902105060,9900,2Story,5,8,1910,Ex,Y,1464,3,0,0,3,2009,129000,504,2,0,2,0,99,2,NA,Cinder Block,N,Regular,2Story,5,6,11.767567683,0
0902110080,3378,2Story,7,8,1946,Gd,Y,1389,3,2,240,9,2009,135000,651,1,1,1.1,0,63,4,Detached,Cinder Block,N,Regular,2Story,6,6,11.813030057,0
0902134120,10134,1.5Fin,5,5,1910,Gd,N,1447,3,0,0,7,2009,103000,801,1,0,1,80,99,3,NA,Brick/Tile/Stone,N,Regular,1.5Fin,5,5,11.542484267,0
0902135020,6000,1Story,4,4,1953,TA,N,936,2,0,576,2,2009,93000,936,1,0,1,32,56,1,Detached,Cinder Block,N,Regular,1Story,4,4,11.440354772,0
0902201110,6000,1.5Fin,5,7,1950,TA,Y,1328,3,0,308,3,2009,129500,768,1,1,1.1,12,59,2,Detached,Cinder Block,N,Regular,1.5Fin,5,6,11.77143616,0
0902202150,6000,1.5Fin,5,4,1954,TA,Y,1387,3,0,256,11,2009,93000,811,2,0,2,0,55,4,Attached,Cinder Block,N,Regular,1.5Fin,5,4,11.440354772,0
0902204080,7404,1Story,4,6,1920,TA,Y,861,2,0,288,11,2009,80000,861,1,0,1,0,89,4,Detached,Brick/Tile/Stone,N,Regular,1Story,4,6,11.289781914,0
0902205010,5925,1Story,2,4,1940,Fa,N,612,1,0,308,10,2009,45000,0,1,0,1,0,69,4,Detached,Brick/Tile/Stone,N,Regular,1Story,4,4,10.714417769,0
0902206260,5784,1Story,5,8,1938,Gd,Y,886,2,0,273,12,2009,91300,190,1,0,1,164,71,1,Attached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.421906067,0
0902207170,8520,1Story,5,8,1923,TA,Y,792,2,0,287,2,2009,99500,624,1,0,1,0,86,1,Detached,Concrete/Slab,N,Regular,1Story,5,6,11.507912923,0
0902301080,3500,1.5Fin,5,7,1947,TA,Y,1284,2,0,240,4,2009,110000,720,1,1,1.1,35,62,2,Detached,Cinder Block,N,Regular,1.5Fin,5,6,11.608235645,0
0902329080,3600,2Story,6,7,1917,Ex,Y,1288,3,1,280,5,2009,119000,624,2,0,2,103,92,2,Attached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.686878772,0
0902331010,3300,1Story,4,3,1910,Ex,Y,816,2,1,0,6,2009,58500,624,1,0,1,33,99,3,NA,Brick/Tile/Stone,N,Regular,1Story,4,4,10.976782033,0
0902401130,9000,2Story,7,9,1920,Ex,Y,1482,3,0,324,7,2009,143000,650,1,1,1.1,0,89,3,Detached,Concrete/Slab,N,Regular,2Story,6,6,11.870599909,0
0902402150,7200,1Story,5,4,1910,TA,N,1022,2,0,280,6,2009,85000,1022,2,0,2,30,99,3,Detached,Brick/Tile/Stone,N,Regular,1Story,5,4,11.350406535,0
0903201020,6615,1Story,6,6,1923,TA,N,1432,3,1,216,9,2009,149000,1022,1,0,1,327,86,4,Attached,Brick/Tile/Stone,N,Regular,1Story,6,6,11.911701585,0
0903205040,8854,1.5Unf,6,6,1916,Fa,N,952,2,1,192,5,2009,121000,952,1,0,1,138,93,2,Detached,Brick/Tile/Stone,N,Regular,1Story,6,6,11.703545825,0
0903226130,6000,1.5Fin,4,6,1936,TA,Y,1324,3,0,240,7,2009,128000,672,1,0,1,0,73,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,4,6,11.759785543,0
0903226170,6000,1.5Fin,6,9,1937,TA,Y,1176,2,0,624,7,2009,134900,698,1,0,1,210,72,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,6,11.812289042,0
0903227070,6000,1.5Fin,5,8,1925,Ex,Y,1348,3,1,216,5,2009,117000,884,2,0,2,0,84,2,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,5,6,11.669929214,0
0903227090,6000,1.5Fin,6,6,1939,Ex,Y,1412,4,1,280,5,2009,132500,780,1,0,1,45,70,2,Detached,Cinder Block,N,Regular,1.5Fin,6,6,11.794337924,0
0903228070,6000,1.5Fin,5,5,1924,Gd,Y,1142,3,0,320,6,2009,93000,468,1,0,1,0,85,3,Attached,Brick/Tile/Stone,Y,Regular,1.5Fin,5,5,11.440354772,0
0903228120,6000,1.5Unf,6,7,1926,Gd,Y,904,2,0,180,1,2009,119000,884,1,0,1,0,83,1,Detached,Concrete/Slab,N,Regular,1Story,6,6,11.686878772,0
0903230100,6911,1Story,5,5,1924,TA,Y,1301,2,0,440,10,2009,100000,1145,1,0,1,0,85,4,Detached,Concrete/Slab,N,Regular,1Story,5,5,11.512925465,0
0903231060,6120,1Story,2,3,1936,Fa,N,800,1,1,0,1,2009,60000,264,1,0,1,0,73,1,NA,Brick/Tile/Stone,N,Regular,1Story,4,4,11.002099841,0
0903231130,6120,1Story,5,7,1931,TA,Y,875,2,0,180,11,2009,105000,715,2,0,2,48,78,4,Detached,Brick/Tile/Stone,N,Regular,1Story,5,6,11.561715629,0
0903236040,8635,1Story,5,5,1925,TA,Y,1072,2,0,1184,8,2009,126500,1072,2,0,2,0,84,3,Detached,Brick/Tile/Stone,N,Regular,1Story,5,5,11.747997587,0
0903458170,6240,1.5Fin,4,5,1925,TA,Y,1208,2,0,539,1,2009,103000,780,1,0,1,23,84,1,Detached,Cinder Block,N,Regular,1.5Fin,4,5,11.542484267,0
0903475100,5775,2Story,6,7,1915,Ex,Y,1427,3,0,379,2,2009,123000,483,1,0,1,24,94,1,Attached,Brick/Tile/Stone,N,Irregular,2Story,6,6,11.719939634,0
0903484110,10320,2Story,6,7,1915,Ex,Y,1403,3,0,308,2,2009,116000,698,2,1,2.1,0,94,1,Detached,Cinder Block,N,Regular,2Story,6,6,11.66134547,0
0904100190,4280,1Story,4,9,1946,Ex,Y,704,2,0,220,9,2009,88750,560,1,1,1.1,0,63,4,,Cinder Block,N,Irregular,1Story,4,6,11.393578707,0
0904301100,10547,SFoyer,5,5,1978,TA,Y,1152,2,0,252,7,2009,159900,1152,4,0,4,0,31,3,Detached,Concrete/Slab,N,Irregular,SFoyer,5,5,11.982303899,0
0904301375,10020,1Story,1,1,1922,Gd,N,904,1,0,0,3,2009,61000,683,1,1,1.1,0,87,2,NA,Brick/Tile/Stone,N,Irregular,1Story,4,4,11.018629143,0
0904351200,6629,2Story,6,6,1925,TA,N,1369,3,0,300,7,2009,103600,672,3,0,3,147,84,3,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.548292609,0
0904351240,9780,1.5Fin,5,3,1934,TA,N,1112,4,0,226,3,2009,63000,585,3,0,3,0,75,2,Detached,Concrete/Slab,N,Regular,1.5Fin,5,4,11.050890005,0
0905101260,12886,SLvl,5,6,1963,Ex,Y,1464,3,1,480,10,2009,175000,520,2,1,2.1,402,46,4,Attached,Cinder Block,N,Irregular,SLvl,5,6,12.072541253,0
0905101490,8816,1Story,5,6,1963,TA,Y,1121,3,0,480,6,2009,139000,1121,2,0,2,80,46,3,Detached,Concrete/Slab,N,Regular,1Story,5,6,11.842229212,0
0905105190,7800,1Story,5,7,1967,Ex,Y,899,3,0,288,6,2009,130000,864,1,0,1,64,42,3,Attached,Concrete/Slab,Y,Regular,1Story,5,6,11.775289729,0
0905107310,8014,SFoyer,6,5,1978,TA,Y,1034,3,1,504,6,2009,149900,456,1,1,1.1,0,31,3,Attached,Cinder Block,Y,Irregular,SFoyer,6,5,11.917723684,0
0905108190,7252,SFoyer,5,5,1982,TA,Y,858,2,0,576,4,2009,134900,858,2,0,2,120,27,2,Detached,Cinder Block,N,Irregular,SFoyer,5,5,11.812289042,0
0905108220,8740,SFoyer,5,6,1982,TA,Y,860,2,0,528,7,2009,137000,840,2,0,2,0,27,3,Detached,Cinder Block,N,Irregular,SFoyer,5,6,11.827736205,0
0905200220,11616,1Story,5,5,1962,TA,Y,1092,3,1,288,9,2009,139000,1092,1,1,1.1,20,47,4,Attached,Cinder Block,Y,Regular,1Story,5,5,11.842229212,0
0905200350,15312,SLvl,6,5,1960,Ex,Y,1138,3,1,480,3,2009,148000,1138,1,1,1.1,140,49,2,Attached,Cinder Block,Y,Regular,SLvl,6,5,11.904967553,0
0905228050,9000,1Story,2,2,1947,Fa,N,660,2,0,0,6,2009,63900,0,1,0,1,0,62,3,NA,Concrete/Slab,N,Regular,1Story,4,4,11.06507464,0
0905377010,17140,1Story,4,6,1956,Ex,Y,1229,3,0,284,4,2009,135000,1134,1,0,1,0,53,2,Attached,Cinder Block,N,Regular,1Story,4,6,11.813030057,0
0905377130,12342,1Story,4,5,1940,Ex,Y,861,1,0,539,3,2009,82500,861,1,0,1,158,69,2,Detached,Cinder Block,N,Irregular,1Story,4,5,11.320553572,0
0905402070,15635,1Story,4,5,1954,TA,Y,1383,2,0,498,10,2009,122000,0,1,0,1,110,55,4,Attached,Cinder Block,N,Irregular,1Story,4,5,11.711776324,0
0905451300,9571,1Story,5,5,1956,TA,Y,1073,2,0,340,2,2009,121500,1073,2,0,2,0,53,1,Attached,Cinder Block,N,Regular,1Story,5,5,11.707669542,0
0905452050,9340,1Story,4,6,1941,TA,Y,672,2,0,234,8,2009,113000,672,2,0,2,113,68,3,Attached,Cinder Block,N,Regular,1Story,4,6,11.635143098,0
0905475160,7440,1Story,5,6,1954,TA,Y,1089,3,1,252,9,2009,125000,1089,2,0,2,328,55,4,Detached,Cinder Block,N,Regular,1Story,5,6,11.736069016,0
0905475500,11500,1Story,4,3,1957,Ex,N,845,3,0,290,1,2009,84000,0,1,0,1,186,52,1,Detached,Concrete/Slab,N,Irregular,1Story,4,4,11.338572078,0
0905476230,4235,1Story,5,5,1984,TA,Y,1049,2,0,266,2,2009,139500,1049,3,0,3,105,25,1,Attached,Cinder Block,Y,Regular,1Story,5,5,11.84581988,0
0905480030,9060,1.5Fin,6,5,1939,TA,Y,1258,2,0,280,10,2009,105000,560,1,0,1,0,70,4,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,5,11.561715629,0
0906201021,10778,SLvl,7,6,1990,Gd,Y,1061,1,0,462,7,2009,162000,1054,2,1,2.1,150,19,3,Attached,Concrete/Slab,N,Irregular,SLvl,6,6,11.995351614,0
0906201050,19255,SLvl,6,5,1983,Gd,Y,1338,2,1,576,9,2009,156500,520,1,1,1.1,0,26,4,Attached,Cinder Block,Y,Irregular,SLvl,6,5,11.960811289,0
0906378110,9178,1Story,8,5,2008,Ex,Y,1468,3,1,904,6,2009,239900,1468,2,0,2,334,1,3,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.387977449,1
0906380210,6762,1Story,7,5,2007,Ex,Y,1290,2,1,662,5,2009,200000,1282,3,0,3,168,2,2,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.206072646,1
0906380220,10324,1Story,8,5,2008,Ex,Y,1254,2,0,810,3,2009,221800,1254,3,0,3,260,1,2,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.309531354,1
0906392070,7314,1Story,7,5,2007,Ex,Y,1232,2,0,632,2,2009,194500,1232,3,0,3,132,2,1,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.178187442,1
0906392110,11645,1Story,8,5,2005,Ex,Y,1498,3,1,844,3,2009,237000,1498,2,0,2,242,4,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.37581542,1
0906392130,11646,2Story,6,5,2005,Ex,Y,1422,3,1,440,7,2009,173000,704,2,1,2.1,64,4,3,Attached,Concrete/Slab,N,Irregular,2Story,6,5,12.061046873,0
0907126010,12464,1Story,5,5,1996,Gd,Y,1040,3,0,576,11,2009,152000,1040,2,0,2,168,13,4,Detached,Concrete/Slab,N,Irregular,1Story,5,5,11.9316358,0
0907126050,9757,1Story,5,7,1994,Ex,Y,990,3,0,440,10,2009,143000,990,2,0,2,158,15,4,Attached,Concrete/Slab,N,Regular,1Story,5,6,11.870599909,0
0907131190,14753,1Story,7,5,1998,Ex,Y,1463,3,0,539,12,2009,207000,1463,3,0,3,81,11,1,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.240474072,1
0907135040,10859,1Story,5,5,1994,Ex,Y,1097,3,0,672,6,2009,145000,1097,1,1,1.1,456,15,3,Attached,Concrete/Slab,N,Regular,1Story,5,5,11.884489021,0
0907135170,8072,1Story,5,5,1994,Ex,Y,990,3,0,480,5,2009,138000,990,2,0,2,64,15,2,Detached,Concrete/Slab,N,Regular,1Story,5,5,11.835008964,0
0907181100,9017,1Story,7,5,1999,Ex,Y,1431,3,0,666,9,2009,192000,1431,3,0,3,35,10,4,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.165250651,1
0907194110,16285,1Story,7,5,2001,Ex,Y,1430,3,0,605,6,2009,187100,1413,2,0,2,33,8,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.139398512,1
0907194160,10739,1Story,7,5,2002,Ex,Y,1444,3,0,577,4,2009,203000,1431,3,0,3,184,7,2,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.220961258,1
0907200230,8430,1Story,5,5,1978,TA,Y,1040,3,0,0,8,2009,124000,1040,2,0,2,0,31,3,NA,Cinder Block,Y,Regular,1Story,5,5,11.728036845,0
0907201220,16269,1Story,5,5,1978,TA,Y,907,3,0,343,7,2009,140000,907,1,0,1,72,31,3,Attached,Brick/Tile/Stone,Y,Irregular,1Story,5,5,11.849397702,0
0907201280,6950,1Story,5,7,1979,TA,Y,914,2,0,444,10,2009,134900,914,2,0,2,0,30,4,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.812289042,0
0907202050,8800,1Story,5,7,1977,TA,Y,1040,3,0,484,9,2009,150500,1040,2,0,2,288,32,4,Detached,Cinder Block,N,Irregular,1Story,5,6,11.921718363,0
0907202080,7000,1Story,5,8,1978,Ex,Y,864,3,0,336,7,2009,136500,864,2,0,2,0,31,3,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.824079894,0
0907202130,9286,1Story,5,7,1977,TA,Y,1268,3,0,252,10,2009,143500,1268,1,1,1.1,173,32,4,Detached,Cinder Block,N,Irregular,1Story,5,6,11.874090314,0
0907227030,15523,1Story,5,6,1972,Ex,Y,864,3,1,338,8,2009,133500,864,2,0,2,0,37,3,Attached,Cinder Block,N,Irregular,1Story,5,6,11.801856757,0
0907227080,7200,1Story,5,5,1972,TA,Y,894,2,0,600,9,2009,123000,894,1,0,1,215,37,4,Detached,Cinder Block,N,Regular,1Story,5,5,11.719939634,0
0907227110,7200,SFoyer,5,8,1972,Gd,Y,768,2,0,396,4,2009,133900,768,1,1,1.1,192,37,2,Detached,Cinder Block,N,Regular,SFoyer,5,6,11.804848532,0
0907227290,8445,SFoyer,5,7,1972,TA,Y,768,2,0,396,3,2009,133000,768,2,0,2,58,37,2,Detached,Cinder Block,N,Regular,SFoyer,5,6,11.798104407,0
0907280170,8750,1Story,7,5,1997,Ex,Y,1417,3,1,511,8,2009,210000,1417,3,0,3,177,12,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.25486281,1
0907290070,9100,1Story,7,5,2001,Ex,Y,1212,3,0,573,6,2009,178000,1212,2,0,2,356,8,3,Attached,Concrete/Slab,N,Regular,1Story,6,5,12.089538829,1
0907290180,4435,1Story,6,5,2003,Ex,Y,848,1,0,420,6,2009,144000,848,2,0,2,140,6,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.877568579,0
0907290210,4435,1Story,6,5,2003,Ex,Y,848,1,0,420,5,2009,140000,848,2,0,2,140,6,2,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.849397702,0
0907414020,8487,1Story,7,5,2004,Ex,Y,1500,3,0,570,8,2009,190000,1500,2,0,2,228,5,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.154779351,1
0907414080,8633,2Story,6,5,2005,Ex,Y,1476,3,0,540,2,2009,173500,738,3,1,3.1,135,4,1,Attached,Concrete/Slab,N,Regular,2Story,6,5,12.063932878,0
0907420040,11069,2Story,6,5,2007,Ex,Y,1396,3,1,440,7,2009,170000,608,2,1,2.1,136,2,3,Attached,Concrete/Slab,N,Regular,2Story,6,5,12.043553716,0
0908102050,8777,1Story,4,5,1949,Ex,Y,1126,2,0,520,5,2009,108000,0,2,0,2,96,60,2,Detached,Cinder Block,N,Regular,1Story,4,5,11.589886506,0
0908102270,9937,1Story,5,7,1964,Ex,Y,1486,3,0,480,3,2009,167000,1486,2,0,2,0,45,2,Detached,Concrete/Slab,N,Regular,1Story,5,6,12.025749091,0
0908102290,8877,1Story,4,6,1938,Ex,Y,816,2,1,288,5,2009,100000,816,2,0,2,0,71,2,Detached,Cinder Block,N,Regular,1Story,4,6,11.512925465,0
0908151050,7950,2Story,6,6,1977,TA,Y,1426,3,0,440,7,2009,159500,690,1,1,1.1,252,32,3,Attached,Cinder Block,Y,Irregular,2Story,6,6,11.979799201,0
0908152035,10682,1Story,4,6,1960,TA,Y,1149,3,0,544,7,2009,127000,1014,2,0,2,240,49,3,,Cinder Block,N,Regular,1Story,4,6,11.751942365,0
0908186080,3675,SFoyer,6,5,2005,Gd,Y,1072,2,0,525,4,2009,145500,547,2,0,2,28,4,2,Attached,Concrete/Slab,Y,Regular,SFoyer,6,5,11.887931366,0
0908201040,9405,1Story,5,9,1947,Ex,Y,698,2,0,0,6,2009,118000,698,1,1,1.1,200,62,3,NA,Cinder Block,N,Regular,1Story,5,6,11.678439903,0
0908203090,6410,1Story,4,5,1959,TA,Y,876,3,0,320,3,2009,85000,876,1,0,1,0,50,2,Detached,Cinder Block,N,Regular,1Story,4,5,11.350406535,0
0908225290,11767,1Story,5,5,1950,TA,Y,1368,3,0,195,6,2009,120000,1078,2,0,2,41,59,3,Attached,Cinder Block,N,Regular,1Story,5,5,11.695247022,0
0908229020,4060,1Story,5,8,1922,Ex,Y,864,2,0,0,7,2009,99900,864,1,0,1,96,87,3,NA,Concrete/Slab,N,Regular,1Story,5,6,11.511924965,0
0908250030,10206,1Story,3,3,1952,Fa,N,944,2,0,528,7,2009,82000,0,1,0,1,0,57,3,Detached,Concrete/Slab,N,Regular,1Story,4,4,11.314474526,0
0909101010,12354,1.5Fin,6,8,1920,Gd,Y,1196,3,0,528,8,2009,110000,684,1,0,1,46,89,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,6,11.608235645,0
0909101100,8212,1.5Fin,5,6,1941,Ex,Y,1298,3,2,256,9,2009,122000,720,1,0,1,84,68,4,Detached,Cinder Block,N,Regular,1.5Fin,5,6,11.711776324,0
0909175080,8400,1Story,2,5,1920,TA,N,438,1,0,246,1,2009,60000,290,1,0,1,0,89,1,Detached,Cinder Block,N,Regular,1Story,4,5,11.002099841,0
0909178160,9900,1.5Fin,6,7,1940,TA,Y,1489,3,1,240,7,2009,139500,778,2,0,2,335,69,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,6,11.84581988,0
0909250080,5707,2Story,6,6,1935,Gd,Y,1242,3,1,180,3,2009,105000,583,1,1,1.1,425,74,2,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.561715629,0
0909251050,8574,1Story,6,8,1916,Ex,Y,1232,3,1,440,10,2009,147500,816,1,0,1,0,93,4,Detached,Brick/Tile/Stone,N,Regular,1Story,6,6,11.901583455,0
0909252020,7200,2Story,7,9,1936,Ex,Y,1135,3,0,576,4,2009,155000,560,2,0,2,256,73,2,Detached,Concrete/Slab,N,Regular,2Story,6,6,11.951180396,0
0909253180,6292,1.5Fin,7,7,1928,Gd,Y,1477,3,1,216,8,2009,145000,861,2,1,2.1,50,81,3,Detached,Brick/Tile/Stone,N,Regular,1.5Fin,6,6,11.884489021,0
0909254010,7155,2Story,7,8,1918,Ex,Y,1228,3,1,215,5,2009,137000,600,1,0,1,308,91,2,Detached,Brick/Tile/Stone,N,Regular,2Story,6,6,11.827736205,0
0909276110,7500,2Story,6,7,1942,Fa,Y,1494,3,2,213,11,2009,177500,771,1,0,1,224,67,4,Attached,Cinder Block,N,Irregular,2Story,6,6,12.086725888,1
0909276200,9600,1.5Fin,5,7,1940,Ex,Y,1308,2,2,256,6,2009,160000,728,2,1,2.1,70,69,3,Detached,Brick/Tile/Stone,N,Irregular,1.5Fin,5,6,11.982929094,0
0909277090,14680,1Story,5,4,1960,Ex,Y,1273,2,0,307,6,2009,155000,1273,1,0,1,598,49,3,Attached,Cinder Block,N,Irregular,1Story,5,4,11.951180396,0
0909277100,13360,1Story,5,7,1921,Ex,Y,964,2,0,432,8,2009,163500,876,2,0,2,0,88,3,Detached,Brick/Tile/Stone,N,Irregular,1Story,5,6,12.004568269,0
0909278020,7681,1.5Fin,5,6,1921,Ex,Y,1343,3,1,186,7,2009,154900,731,1,1,1.1,192,88,3,Detached,Brick/Tile/Stone,N,Irregular,1.5Fin,5,6,11.950535026,0
0909451040,1733,2Story,6,6,1980,TA,Y,1032,2,1,452,5,2009,115000,516,1,0,1,279,29,2,Detached,Cinder Block,N,Regular,2Story,6,6,11.652687407,0
0909451100,1488,2Story,6,6,1980,TA,Y,1229,2,1,462,10,2009,137000,561,2,1,2.1,176,29,4,Attached,Cinder Block,N,Regular,2Story,6,6,11.827736205,0
0909451140,1612,2Story,6,6,1980,TA,Y,1229,2,1,462,7,2009,121000,561,1,1,1.1,154,29,3,Attached,Cinder Block,N,Regular,2Story,6,6,11.703545825,0
0909451180,1300,2Story,6,6,1980,TA,Y,1229,2,1,462,5,2009,124000,561,1,1,1.1,150,29,2,Attached,Cinder Block,N,Regular,2Story,6,6,11.728036845,0
0910202070,10690,2Story,5,7,1920,Gd,Y,1344,3,0,468,7,2009,147000,672,1,0,1,128,89,3,Detached,Cinder Block,N,Regular,2Story,5,6,11.898187866,0
0910205020,6402,2Story,5,5,1920,TA,N,1192,3,0,189,7,2009,78000,596,1,0,1,0,89,3,Detached,Concrete/Slab,N,Regular,2Story,5,5,11.264464106,0
0911104060,10200,1Story,4,6,1925,Fa,N,572,2,0,200,5,2009,75000,572,1,0,1,0,84,2,Detached,Brick/Tile/Stone,N,Regular,1Story,4,6,11.225243393,0
0912251110,21780,1Story,2,4,1910,TA,N,810,1,0,280,3,2009,57625,0,1,0,1,143,99,2,Detached,Cinder Block,N,Regular,1Story,4,4,10.96171178,0
0914475010,9750,SFoyer,6,6,1977,Ex,Y,926,2,1,351,4,2009,156450,902,2,0,2,319,32,2,Attached,Cinder Block,N,Regular,SFoyer,6,6,11.960491749,0
0914475030,9360,SFoyer,6,7,1977,TA,Y,1287,2,2,541,11,2009,173000,957,2,1,2.1,461,32,4,Attached,Cinder Block,N,Regular,SFoyer,6,6,12.061046873,0
0914476380,9947,SLvl,7,5,1990,Ex,Y,1217,3,0,497,6,2009,173000,1188,3,0,3,195,19,3,Attached,Concrete/Slab,N,Irregular,SLvl,6,5,12.061046873,0
0916386140,8925,1Story,8,5,2007,Ex,Y,1466,3,0,610,7,2009,201000,1466,2,0,2,118,2,3,Attached,Concrete/Slab,N,Irregular,1Story,6,5,12.211060187,1
0916403010,11457,1Story,6,5,1988,TA,Y,1412,3,1,576,3,2009,175000,1392,3,0,3,0,21,2,Attached,Cinder Block,N,Irregular,1Story,6,5,12.072541253,0
0916403250,14419,SLvl,7,5,1987,Ex,Y,1479,3,1,578,7,2009,213500,1645,4,1,4.1,462,22,3,Attached,Concrete/Slab,Y,Irregular,SLvl,6,5,12.271392112,1
0916455070,6853,1Story,8,5,2001,Ex,Y,1296,2,0,471,6,2009,220000,1267,3,0,3,217,8,3,Attached,Concrete/Slab,Y,Irregular,1Story,6,5,12.301382825,1
0923201100,12518,1Story,5,7,1968,Gd,Y,1008,3,0,384,4,2009,139500,1008,1,0,1,144,41,2,Attached,Cinder Block,Y,Irregular,1Story,5,6,11.84581988,0
0923203110,4500,1Story,6,5,1998,Ex,Y,1204,2,0,412,6,2009,162000,1204,3,0,3,247,11,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,11.995351614,0
0923203190,4500,1Story,6,5,1999,Ex,Y,1224,2,0,402,6,2009,165000,1224,3,0,3,304,10,3,Attached,Concrete/Slab,Y,Regular,1Story,6,5,12.013700753,0
